Aide au démarrage en côte,Alimentation électrique,Allumage automatique des feux,Bouton Start & Stop,Clé intelligente,Climatisation,Détecteur de pluie,Direction assistée,Fermeture centralisée,Frein de stationnement éléctrique,Limiteur de vitesse,Ordinateur de bord,Régulateur de vitesse,Rétroviseur intérieur,Rétroviseurs extérieurs,Sélecteur de modes de conduite,Sièges avant réglables en hauteur,Système Start & Stop,Vitres électriques,Volant réglable,Accoudoirs,Appuis têtes arrières,Autoradio,Connectivité,Ecran,Pommeau de levier de vitesse,Sellerie,Sièges,Tableau de bord,Vitres,Volant,Aide au stationnement,Antibrouillards,Eléments extérieurs couleur carrosserie,Feux à LED,Jantes,Phares,Spoiler arrière,Carrosserie,Hauteur,Largeur,Longueur,Nombre de places,Nombre de portes,Peinture,Volume du coffre,0-100 Km/h,Consommation extra-urbaine,Consommation mixte,Consommation urbaine,Vitesse maxi,Boîte,Couple,Cylindrée,Energie,Nombre de cylindres,Nombre de rapports,Puissance (ch.din),Puissance fiscale,Transmission,ABS,Airbags,Anti-démarrage électronique,Anti-patinage,Assistance au freinage,Fixations ISOFIX,Surveillance d’angle mort,Garantie,prix,description,Modes de conduite,Dynamic Response,Autonomie électrique,Stores pare-soleil,Volume du coffre avant,Temps de recharge rapide,GPS,Consommation électrique,Capot moteur actif,Volume du coffre maximal,Lave Phares,Kit rangement,Détecteur de fatigue,Système de récupération d,Temps de recharge rapid,Détection des piétons,Kit sécurité,Instrumentation digitale,Coffre à bagages,Frein de stationnement,Emissions de CO2,Alerte de circulation transversale,Caméra d,Pack aérodynamique M,Caméra de recul,Ordinateur de Bord,Temps de recharge normale,Type,Aileron arrière,Sideblades,Contrôle de pression des pneus,Rétroviseur Intérieur,Volant et pommeau de levier de vitesse en cuir,Empattement,Tapis de sol,Rideau de benne,Arceau de benne,Éclairage d,Aide au Stationnement,Carte mains libres,Instrumentation numérique,Suspension,Contrôle du roulis de la remorque,Pack Sport Chrono,Financement,Boulons de roues protégés,Lumières d,Baguettes extérieures d,Sièges réglables en hauteur,Aide au maintien dans la voie,Airbags frontaux,Stabilisateur de vent latéral,Pédaliers,Cloison entre cabine et compartiment arrière,Consommation électrique WLTP,Fermeture assistée des portes,Différentiel autobloquant,Seuils de portes,Marchepieds latéraux,Ceintures de securite,Kit éclairage,Version pays chauds,Anti-Patinage,Alerte de franchissement de ligne,Ecran central,Sorties d’échappement,Puissance électrique,Caméra latérale,Magic Wash,Frein de parking électrique,SYSTÈME START & STOP,DSC,Freinage,Ciel de pavillon,Contrôle adaptatif de la charge,Voiture populaire,Radar de Stationnement,Nombre de moteurs électriques,ALARME ANTIVOL,Injection,ECRAN,Reconnaissance des panneaux,Kit fumeurs,Volume utile,RADAR DE STATIONNEMENT,Finition intérieure,Surface de chargement,Alarme antivol,Autonomie électrique WLTP,Navigation,4 roues directrices,Toit,Autonomie WLTP,Avertisseur de changement de voie,Contrôle de stabilité anti-retournement,Kit carrosserie,Affichage tête haute,Airbags rideaux,Frein de parking éléctrique,Charge utile,Boîte à gants réfrigérée,Assistant de feux de route,Poignées de portes,Feux de position à LED,Train roulant,Prise 12V,Airbags latéraux,Pneumatiques runflat,Baguettes extérieures d'encadrement des vitres,Préparation pour téléphone,Barre stabilisatrice,Poids total en charge,Spoiler Arrière,Barres de toit,Anti-démarrage,Pack nuit,Radar de stationnement,Système de descente en côte,Puissance avec overboost (ch.din),Clé Intelligente,Nombre de moteurs,Terrain Response,Degivrage lunette arriere,Autonomie NEDC,Conduite autonome,Boule d,Batterie,Lumières d'ambiance,Calandre,Couple électrique
Oui,1 prise 12 V,Oui,,Accès mains libres,Automatique,Oui,Oui,À distance,,,Oui,Oui,Anti-éblouissement,Électriques | Rabattables,,Conducteur,,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,6 haut-parleurs | Commandes au volant | Subwoofer,Apple Carplay | Android Auto | Bluetooth | Chargeur de téléphone sans fil | 2 USB-C,Tactile | 10 pouces,Cuir,Similicuir,Ventilés,,Athermiques,Cuir | Multi-fonctions | Avec palettes,Radar de recul | Caméra de recul,Oui,Pare-chocs | Rétroviseurs,Avant | Arrières,En aluminium | 17,LED,Oui,SUV,1612 mm,1760 mm,4221 mm,5,5,,385 L,10.8 s,4.5 L/100 km,5.2 L/100 km,6.7 L/100 km,189 KM/H,Automatique,178 nm 1750 tr/min,999 CM³,Essence,3,6,116 CH,7 CV,Traction,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESP,,Oui,,3 ans,89980 DT,Škoda Kushaq1.0 TSI Style BVA,,,,,,,,,,,,Poches aumônières | Porte-lunettes,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,Noir Brillant,,,,,,,,,,Baguettes dans les baies de porte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvrant | En verre,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,
Oui,,,,,Manuelle,,Oui,À distance,,,Maxi Dot,,,Électriques | Dégivrants,,Conducteur et passager,,Avant/Arrière,En hauteur et en profondeur,,,BOLERO | 8 haut-parleurs,USB-C | Apple Carplay | Android Auto | Bluetooth | SmartLink,Tactile | 8 pouces,Cuir,Tissu,,,Parebrise athermique,Cuir,,Oui,Pare-chocs,Avant | Arrières,En aluminium | 16,LED,,Compacte,1471 mm,1793 mm,4362 mm,5,5,,467 L,9.9 s,4.3 L/100 km,5 L/100 km,6.4 L/100 km,199 KM/H,Automatique,200 nm 2000 tr/min,999 CM³,Essence,3,7,116 CH,6 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESP,,,,3 ans,81980 DT,Škoda Scala1.0 L TSI Active DSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir brillant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chromée,
Oui,,Oui,,,Automatique,Oui,Oui,À distance,,,Oui,Oui,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Photosensibles,,Conducteur et passager,,Avant,En hauteur et en profondeur,Avant,,BOLERO | 8 haut-parleurs,USB-C | Apple Carplay | Android Auto | Bluetooth | SmartLink,Tactile | 8 pouces,Cuir,Tissu,Réglage lombaire,,Parebrise athermique,Cuir | Multi-fonctions | Sport,Radar de recul,Oui,Pare-chocs,Feux de jour | Avant | Arrières,En aluminium | 16,LED,,Compacte,1471 mm,1793 mm,4362 mm,5,5,,467 L,9.9 s,4.3 L/100 km,5 L/100 km,6.4 L/100 km,199 KM/H,Automatique,200 nm 2000 tr/min,999 CM³,Essence,3,7,116 CH,6 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESP,,,,3 ans,85980 DT,Škoda Scala1.0 L TSI Ambition DSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Virtual Cockpit,,,,,,,Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir brillant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chromée,
Oui,,Oui,Démarrage mains libres,Accès mains libres,Automatique,Oui,Oui,À distance,,,Oui,Oui,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Photosensibles,,Conducteur et passager,,Avant/Arrière,En hauteur et en profondeur,Avant,,BOLERO | 8 haut-parleurs,USB-C | Apple Carplay | Android Auto | Bluetooth | SmartLink,Tactile | 8 pouces,Cuir,Tissu,Réglage lombaire,,Parebrise athermique,Cuir | Multi-fonctions | Sport,Radar de recul | Radar avant | Caméra de recul,Oui,Pare-chocs,Feux de jour | Avant | Arrières | Clignotants à défilement,En aluminium | 17,Full LED | Adaptatifs,,Compacte,1471 mm,1793 mm,4362 mm,5,5,,467 L,9.9 s,4.3 L/100 km,5 L/100 km,6.4 L/100 km,199 KM/H,Automatique,200 nm 2000 tr/min,999 CM³,Essence,3,7,116 CH,6 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESP,,,,3 ans,94980 DT,Škoda Scala1.0 L TSI Style DSG,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Virtual Cockpit,,,,,,,Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir brillant | Chromée,,,,,,Panoramique | En verre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chromée,
Oui,,Oui,,,Manuelle,,Oui,À distance,,Oui,Oui,Oui,,Électriques | Dégivrants,,,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,,8 haut-parleurs,USB-C | Bluetooth | SmartLink,,Cuir,Tissu,,,Athermiques,Multi-fonctions,Radar de recul,Oui,Poignées de portes | Rétroviseurs,Avant | Arrières,En aluminium | 16,LED,,SUV,1562 mm,1793 mm,4241 mm,5,5,,400 L,10.2 s,,5.7 L/100 km,,195 KM/H,Automatique,200 nm 2000 tr/min,999 CM³,Essence,3,7,116 CH,6 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESP,,,,3 ans,91980 DT,Škoda KAMIQ1.0 L TSI Essence DSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,Conducteur et passager,,,,,,,,,,,,,,,,Tactile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avant,,,Noires,,,,,,,,,,,,,,,Chromée,
Oui,,Oui,Démarrage mains libres,Accès mains libres,Automatique,Oui,Oui,À distance,,Oui,Oui,Oui,Anti-éblouissement,Électriques | Dégivrants,,,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,,8 haut-parleurs,USB-C | Bluetooth | SmartLink | Chargeur de téléphone sans fil,,Cuir,Tissu,Réglage lombaire,,Athermiques,Cuir | Multi-fonctions | Avec palettes,Radar de recul | Radar avant | Caméra de recul,Oui,Poignées de portes | Rétroviseurs,Avant | Arrières | Clignotants à défilement,En aluminium | 17,Matrix LED,,SUV,1562 mm,1793 mm,4241 mm,5,5,,400 L,10.2 s,,5.7 L/100 km,,195 KM/H,Automatique,200 nm 2000 tr/min,999 CM³,Essence,3,7,116 CH,6 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESP,,,,3 ans,104980 DT,Škoda KAMIQ1.0 L TSI Selection DSG,Eco,,,,,,,,,,,,Oui,,,,,,Ouverture et fermeture motorisée,,,,,,,,,,,,Oui,,,,,,,,,,Virtual Cockpit,,,,,,,Chrome,Conducteur et passager,,,,,,,,,,,,,,,,Tactile,,,,,,,,,,,,,,,,,,,,,,,Anti-soulèvement,,,,Panoramique | En verre,,,,,,,,,,,,,,,,,,,Avant,,,Argent,,,,,,,,,,,,,,,Chromée,
Oui,,Oui,Démarrage mains libres,Accès mains libres,Automatique,Oui,Oui,À distance,,Oui,Oui,Oui,Anti-éblouissement,Électriques | Dégivrants | Avec capuchons noirs,,,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,,8 haut-parleurs,USB-C | Bluetooth | SmartLink | Chargeur de téléphone sans fil,,Cuir,Tissu,Réglage lombaire | Sport,,Athermiques,Cuir | Multi-fonctions | Sport | Avec palettes,Radar de recul | Radar avant | Caméra de recul,Oui,Pare-chocs | Poignées de portes,Avant | Arrières | Clignotants à défilement,En aluminium | 17,Matrix LED,,SUV,1562 mm,1793 mm,4241 mm,5,5,,400 L,10.2 s,,5.7 L/100 km,,195 KM/H,Automatique,200 nm 2000 tr/min,999 CM³,Essence,3,7,116 CH,6 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESP,,,,3 ans,109980 DT,Škoda KAMIQ1.0 L TSI Monte Carlo DSG,Eco,,,,,,,,,,,,Oui,,,,,,Ouverture et fermeture motorisée,,,,,,,,,,,,Oui,,,,,,,,,,Virtual Cockpit,,,,,,Oui,Noir Brillant,Conducteur et passager,,,,,,,,,Chromés,,,,,,,Tactile,,,,,,,,,,,,,,,,,,,,,,,Anti-soulèvement,,,,Panoramique | En verre,,,,Sport,,,,,,,,,,,,,,,Avant,,,Noires,,,,,,,,,,,,,,,Noire,
,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | 3 zones | Ventilation arrière,Oui,,À distance,,,Maxi Dot,,,Électriques | Rabattables | Dégivrants | Photosensibles | Éclairage d,,,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,,,,Cuir,Similicuir/Tissu,,,Parebrise athermique,Cuir | Multi-fonctions | Sport | Avec palettes,,Oui,Pare-chocs | Rétroviseurs,Feux de jour | Avant | Arrières,En aluminium | 17,LED,,Berline,1470 mm,1829 mm,4689 mm,5,4,,600 L,8.2 s,4.2 L/100 km,4.8 L/100 km,6 L/100 km,219 KM/H,Automatique,250 nm 1500 tr/min,1395 CM³,Essence,4,8,150 CH,8 CV,Traction,Oui,Frontaux | Latéraux | Protège-tête,,,,Oui,,3 ans,117980 DT,Škoda octavia1.4 TSI Ambition BVA,,,,,,,,,,,,,,,,,,,Cache Bagages,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,,,Oui,,Conducteur et passager,,,,,,,,XDS+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chromée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Électronique,,,,,,,,,,,,,,,
Oui,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | 3 zones | Ventilation arrière,Oui,Servotronic,À distance,,Oui,Maxi Dot,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles | Éclairage d,,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,BOLERO | 8 haut-parleurs | Commandes au volant,USB-C | Apple Carplay | Android Auto | Bluetooth | Commande vocale | SmartLink,Tactile | 10.1 pouces,Cuir,Cuir,Électriques | Chauffants | Réglage lombaire | Fonction mémoire | Confort,,Parebrise athermique,Cuir | Multi-fonctions | Sport | Avec palettes,Radar de recul | Radar avant,Oui,Pare-chocs | Rétroviseurs,Feux de jour | Avant | Arrières,En aluminium | 18,Directionnels | Adaptatifs | LED,,Berline,1470 mm,1829 mm,4689 mm,5,4,,600 L,8.2 s,4.2 L/100 km,4.8 L/100 km,6 L/100 km,219 KM/H,Automatique,250 nm 1500 tr/min,1395 CM³,Essence,4,8,150 CH,8 CV,Traction,Oui,Frontaux | Latéraux | Genoux conducteur | Protège-tête,Oui,ESC,,Oui,,3 ans,135980 DT,Škoda octavia1.4 TSI Style BVA,,,,Pour vitres de portes arrières | Pour lunette arrière,,,,,,,,Oui,Oui,,,,,,Cache Bagages,,,,,,,,,,,,Oui,,,,Oui,,,,,,Oui,,,,,,Oui,,,,,,,,,,XDS+,Baguettes dans les baies de porte,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chromée,,Oui,,,,,,Oui,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oui,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Servotronic,À distance,,Oui,Oui,Oui,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Photosensibles,,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,BOLERO | 8 haut-parleurs,USB-C | Apple Carplay | Android Auto | Bluetooth | Commande vocale | SmartLink,Tactile | 8 pouces,Cuir,Cuir | Suédine,Réglage lombaire,,Parebrise athermique,Cuir | Multi-fonctions,Radar de recul | Radar avant | Caméra de recul,Oui,,Feux de jour | Avant | Arrières,En aluminium | 18,Directionnels | LED,,SUV,1603 mm,1841 mm,4382 mm,5,5,,521 L,8.5 s,4.9 L/100 km,5.4 L/100 km,6.3 L/100 km,201 KM/H,Automatique,250 nm 1500 tr/min,1395 CM³,Essence,4,8,150 CH,8 CV,Traction,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESP,,Oui,,3 ans,138980 DT,Škoda KAROQ1.4 L TSI Ambition BVA,,,,,,,,,,,,,Oui,,,,,,Ouverture et fermeture motorisée | Easy Open,,,,,,,,,,,,Oui,,,,,,,,,,Virtual Cockpit,,,,,,,Chrome,,,,,,,,,,Baguettes dans les baies de porte,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir brillant,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alu satiné,,,,,,,,,,,,,,,,
Oui,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Servotronic,À distance,,Oui,Oui,Oui,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Photosensibles,Confort | Sport | Eco,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,BOLERO | 8 haut-parleurs,USB-C | Apple Carplay | Android Auto | Bluetooth | Commande vocale | SmartLink,Tactile | 8 pouces,Cuir,Cuir,Conducteur à réglage électrique | Réglage lombaire | Fonction mémoire,,Parebrise athermique | Lunette et vitres arrières sur-teintées,Cuir | Multi-fonctions | Avec palettes | 2 branches,Radar de recul | Radar avant | Caméra de recul,Oui,,Feux de jour | Avant | Arrières,En aluminium | 18,Directionnels | LED,,SUV,1603 mm,1841 mm,4382 mm,5,5,,521 L,8.5 s,4.9 L/100 km,5.4 L/100 km,6.3 L/100 km,201 KM/H,Automatique,250 nm 1500 tr/min,1395 CM³,Essence,4,8,150 CH,8 CV,Traction,Oui,Frontaux | Latéraux | Genoux conducteur | Protège-tête,Oui,ESP,,Oui,,3 ans,147980 DT,Škoda KAROQ1.4 L TSI Style BVA,,,,,,,,,,,,,Oui,,,,,,Ouverture et fermeture motorisée | Easy Open,,,,,,,,,,,,Oui,,,,,,,,,,Virtual Cockpit,,,,,,Oui,Chrome,,,,,,,,,,Baguettes dans les baies de porte,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir brillant,,Oui,,,,Ouvrant | Panoramique,,,,,,,,,,,,,,,,,,,,,,Alu satiné,,,,,,,,,,,,,,,,
Oui,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Servotronic,À distance,,Oui,Oui,Oui,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Photosensibles | Mémoire de position,Confort | Sport | Eco,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,BOLERO | 8 haut-parleurs,Apple Carplay | Android Auto | Bluetooth | Commande vocale | SmartLink | 2 USB-C,Tactile | 8 pouces,Cuir,Cuir | Suédine,Électriques | Réglage lombaire | Fonction mémoire,,Parebrise athermique | Lunette et vitres arrières sur-teintées,Cuir | 3 branches | Multi-fonctions | Sport | Avec palettes,Radar de recul | Radar avant | Caméra de recul,Oui,,Feux de jour | Avant | Arrières,En aluminium | 18,Directionnels | LED,,SUV,1603 mm,1841 mm,4382 mm,5,5,,521 L,8.5 s,4.9 L/100 km,5.4 L/100 km,6.3 L/100 km,201 KM/H,Automatique,250 nm 1500 tr/min,1395 CM³,Essence,4,8,150 CH,8 CV,Traction,Oui,Frontaux | Latéraux | Genoux conducteur | Protège-tête,Oui,ESP,,Oui,,3 ans,151980 DT,Škoda KAROQ1.4 L TSI Style Edition Spéciale BVA,,,,,,,,,,,,,Oui,,,,,,Ouverture et fermeture motorisée | Ouverture mains libres | Easy Open,,,,,,,,,,,,Oui,,,,,,,,,,Virtual Cockpit,,,,,,Oui,Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir brillant,,,,,,Panoramique,,,,,,,,,,,,,,,,,,,,,,Métal brillant,,,,,,,,,,,,,,,,
Oui,1 prise 12 V,Oui,Démarrage mains libres,,Automatique,Oui,Servotronic,À distance,Oui,Oui,Oui,Oui,Anti-éblouissement,Électriques | Rabattables | Dégivrants,,Conducteur et passager,,Avant/Arrière,En hauteur et en profondeur,Avant,3,BOLERO | 8 haut-parleurs | Commandes au volant,USB | Apple Carplay | Bluetooth | Commande vocale | SmartLink,Tactile | 8 pouces,Cuir,Suédine,Réglage lombaire | Confort,,Parebrise athermique,Cuir | Multi-fonctions | Sport | Avec palettes,Radar de recul | Radar avant | Caméra de recul | Park Pilot,LED,,Feux de jour | Avant | Arrières,En aluminium | 18,Directionnels | LED,,SUV,1655 mm,1882 mm,4697 mm,5,5,,720 L,9.4 s,5.4 L/100 km,6.3 L/100 km,7.9 L/100 km,199 KM/H,Automatique,250 nm 1500 tr/min,1395 CM³,Essence,4,6,150 CH,9 CV,Traction,Oui,Frontaux | Latéraux | Genoux conducteur | Protège-tête,Oui,ESP,,Oui,,2 ans,153980 DT,Škoda kodiaq1.4 L TSI Ambition 5 Places DSG,,,,,,,,,,,,Poches aumônières,Oui,,,,,,Ouverture et fermeture motorisée | Cache Bagages,,145 g/km,,,,,,,,,,Oui,,,,Oui,,,,,,Virtual Cockpit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminium,,,,,,,,,,,,,,,,
Oui,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | 3 zones,Oui,Servotronic,À distance,,Oui,Maxi Dot,Cruise control,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Photosensibles | Mémoire de position,Confort | Sport | Eco,Conducteur et passager,,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,BOLERO | 8 haut-parleurs | Commandes au volant,Apple Carplay | 4 USB | Bluetooth | Commande vocale | SmartLink,,Cuir,Cuir/Tissu,Conducteur à réglage électrique | Réglage lombaire | Fonction mémoire | Sport,,Parebrise athermique | Lunette et vitres arrières sur-teintées,3 branches | Multi-fonctions | Sport | Cuir Perforé | Avec palettes,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,Oui,,Feux de jour | Avant | Arrières | Clignotants à défilement,En aluminium | 18,Full LED | Directionnels | Matrix LED,Oui,Berline,1470 mm,1860 mm,4870 mm,5,4,,625 L,9.2 s,4.6 L/100 km,5.4 L/100 km,6.8 L/100 km,220 KM/H,Automatique,250 nm 1500 tr/min,1395 CM³,Essence,4,7,150 CH,8 CV,Traction,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESC,,Oui,,3 ans,164980 DT,Škoda SUPERB1.4 TSI Sportline DSG,,,,Pour vitres de portes arrières | Pour lunette arrière,,,,,,,Oui,Oui,Oui,,,,,,Ouverture et fermeture motorisée | Ouverture mains libres | Easy Open,,,,,,,,,,,,Oui,,,,Oui,,,,,,Virtual Cockpit,,,,,,Oui,Chrome,,,,,,,,,,Baguettes dans les baies de porte,,,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,Noir,,Oui,,,,Ouvrant | En verre,,,,Sport-line,,,,,,,,,Régulation adaptative,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216980 DT,Škoda Octavia RS2.0 TSI DSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Manuelle,,Oui,,,,,,,,,,,Avant,,,,Oui,,,,Tissu,,,,,,,,,14,,,Pick up,1864 mm,1565 mm,4320 mm,2,2,,,N.C,5.78 L/100 km,6.9 L/100 km,8.85 L/100 km,135 KM/H,Manuelle,140 nm 3000 tr/min,1396 CM³,Diesel,4,5,71 CH,5 CV,Propulsion,,,,,,,,3 ans ou 100.000 KM,39900 DT,TATA Super Ace Simple Cabine1.4 L Turbo Diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Manuelle,,Oui,À distance,,,,,,,,,,Avant,,,,Oui,,,,Tissu,,,,,,Oui,,,16,,,Pick up,1788 mm,1860 mm,5312 mm,2,2,,,N.C,6.6 L/100 km,7.6 L/100 km,9.1 L/100 km,160 KM/H,Manuelle,320 nm 1500 tr/min,2179 CM³,Diesel,4,5,150 CH,7 CV,Propulsion,Oui,,,,,,,3 ans,54900 DT,TATA Xenon X2 Simple Cabine2.2l Turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,1210 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 prise 12 V,,,,Manuelle,,,À distance,,,,,,Électriques,,,,Avant/Arrière,,,,,,,,Tissu,,,,,,Oui,,,En aluminium | 16,,,Pick up,1803 mm,1860 mm,5312 mm,5,4,,,N.C,6.6 L/100 km,7.8 L/100 km,9.7 L/100 km,160 KM/H,Manuelle,320 nm 1500 tr/min,2179 CM³,Diesel,4,5,150 CH,7 CV,Propulsion,Oui,Frontaux,,,,,,3 ans,74900 DT,TATA Xenon X2 Double Cabine2.2 L 4X2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,1030 KG,,,,,,,,,,,Avant,,,,,,,,,,,,,,,,,,,
,1 prise 12 V,,,,Manuelle,,,À distance,,,,,,Électriques,,,,Avant/Arrière,,,,,,,,Tissu,,,,,,Oui,,,En aluminium | 16,,,Pick up,1805 mm,1860 mm,5312 mm,5,4,,,N.C,6.6 L/100 km,7.8 L/100 km,9.7 L/100 km,160 KM/H,Manuelle,320 nm 1500 tr/min,2179 CM³,Diesel,4,5,150 CH,7 CV,Intégrale,Oui,Frontaux,,,,,,3 ans,81900 DT,TATA Xenon X2 Double Cabine2.2 L 4X4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,990 KG,,,,,,,,,,,Avant,,,,,,,,,,,,,,,,,,,
HAC,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | Ventilation arrière,,Électrique,À distance,Oui,Oui,Oui,Oui,,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,,Conducteur et passager,,Avant/Arrière,En hauteur et en profondeur,Avant,3,4 haut-parleurs | Commandes au volant,USB | Android Auto | Bluetooth,Tactile | 7 pouces,,Cuir,,,,Cuir | Multi-fonctions,Radar de recul | Caméra de recul,Oui,Pare-chocs,Feux de jour,En aluminium | 17,LED,Oui,SUV,1645 mm,1850 mm,4385 mm,5,5,,320 L,8.8 s,5.4 L/100 km,6.5 L/100 km,7.5 L/100 km,180 KM/H,Automatique,147.5 nm 1800 tr/min,1498 CM³,Essence,4,,115 CH,7 CV,Traction,Oui,Frontaux,Oui,ESC | ESP,EBD,Oui,,7 ans ou 150.000 km,83900 DT,DFSK GLORY 5001.5 CVT,,,,,,,,,,,,Porte-lunettes,Oui,,,,,,,,,,,,,,,,,,TPMS,,,,,,,,,,,,,,,,,Chrome,,,,,,,,,,Chromés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,Ouvrant | Panoramique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
